1;2781.24;9.90;1571.49;small
1;2746.16;10.10;1548.63;small
2;2734.00;11.30;1576.00;small
2;2763.00;11.38;1612.00;small
3;2718.15;11.20;1677.80;small
3;2739.81;12.60;1645.90;small
4;2677.00;10.55;1604.00;small
4;2657.00;10.93;1577.00;small
5;2881.23;9.80;1535.80;small
5;2900.76;9.60;1566.91;small
6;2967.00;9.60;1632.00;small
6;2950.00;10.03;1568.00;small
7;2941.69;10.50;1516.84;big
7;2992.11;11.30;1492.10;big
8;3006.41;9.80;1553.92;big
8;3032.77;9.70;1579.70;small
8;3067.28;10.40;1542.92;small
9;3124.16;9.50;1706.70;small
9;3114.52;9.50;1793.31;small
10;3026.86;10.50;1664.72;small
10;3039.88;10.40;1717.47;small
11;2955.23;12.90;1777.71;big
11;2933.59;12.40;1727.03;big
12;3310.06;10.80;1940.46;small
12;3228.00;10.70;1924.00;small
13;3210.00;10.15;1784.00;big
13;3314.00;10.23;1810.00;big
14;3832.00;10.30;1761.00;big
14;3921.00;9.80;1669.00;big
14;3775.00;10.50;1657.00;big
16;2800.00;9.50;1783.00;big
16;2821.00;9.50;1650.00;big
17;3387.00;14.63;656.00;big
17;3413.00;17.00;797.00;big
18;2754.00;9.50;1518.00;small
18;2837.00;9.50;1555.00;small
19;2850.00;9.80;1496.00;big
19;2896.00;10.43;1482.00;big
20;2822.00;9.85;1414.00;big
20;2887.00;9.73;1414.00;big
21;2945.00;11.60;1440.00;big
21;3032.00;12.10;1459.00;big
22;3111.96;10.90;1493.02;small
22;3075.92;10.90;1506.81;small
22;3029.51;11.60;1517.07;small
23;2991.00;11.10;1388.00;small
23;3045.00;9.85;1329.00;small
24;3077.00;11.20;1415.00;small
24;3127.00;11.25;1376.00;small
25;3224.00;9.75;1347.00;small
25;3152.00;11.63;1308.00;small
26;3175.00;9.70;1405.00;small
26;3228.00;10.45;1396.00;small
26;3188.00;11.35;1370.00;small
27;3171.24;15.00;1451.21;small
27;3114.00;9.80;1458.00;small
28;3543.00;9.70;1177.00;small
28;3476.00;10.15;1196.00;small
28;3488.00;10.03;1249.00;small
29;3098.69;9.50;1268.11;big
29;3051.99;9.50;1214.29;big
30;3281.69;9.50;1378.90;big
30;3367.60;9.50;1375.13;big
31;4025.00;10.57;831.00;big
31;4044.00;10.13;936.00;big
32;5031.00;9.50;1451.00;big
32;1165.00;9.50;277.00;big
33;378.48;10.00;1933.22;small
33;698.68;10.80;1892.39;small
34;1449.00;12.18;1098.00;big
34;1544.00;9.70;1006.00;big
35;1851.69;9.90;471.20;big
35;1932.71;9.80;378.41;big
35;1749.51;12.50;203.89;big
35;1784.32;10.80;347.95;big
36;2024.00;11.30;1989.00;big
36;2138.00;14.23;1954.00;big
37;3171.00;10.40;1644.00;big
37;3214.00;10.30;1689.00;big
38;3092.00;9.80;1566.00;big
38;3141.00;9.90;1534.00;big
38;3140.00;10.35;1592.00;big
40;3614.00;10.35;1701.00;big
40;3587.00;10.40;1632.00;big
40;3530.00;9.80;1704.00;big
40;3519.00;9.98;1625.00;big
41;2791.99;11.70;1349.99;big
41;2696.93;13.50;1335.33;big
41;2757.37;12.10;1283.60;big
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2812.84;9.50;1909.06;big
45;2624.06;9.50;1836.55;big
46;3464.00;9.50;1939.00;big
46;3186.00;9.50;2023.00;big
47;2588.00;9.50;1347.00;big
47;2501.00;9.50;1261.00;big
48;2658.00;9.50;1200.00;big
48;2556.00;9.50;1087.00;big
49;2430.00;9.50;1507.00;big
49;2307.00;9.50;1671.00;big
50;1867.00;9.50;1978.00;big
50;2078.00;9.50;1765.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1350.00;9.50;1255.00;big
53;1605.00;9.50;1176.00;big
53;1848.00;9.50;1094.00;big
54;1701.00;9.50;1492.00;big
54;1778.00;9.50;1570.00;big
55;1913.00;9.50;1575.00;big
55;1875.00;9.50;1693.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1827.00;9.50;1412.00;big
57;1811.00;9.50;1263.00;big
58;2266.00;9.50;1152.00;big
58;2355.00;9.50;1038.00;big
59;2000.00;9.50;1113.00;big
59;2087.00;9.50;952.00;big
60;3881.00;9.50;699.00;big
60;3730.00;9.50;545.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2828.00;9.50;400.00;big
62;2739.00;9.50;590.00;big
63;1607.00;9.50;53.00;big
63;1840.00;9.50;76.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3296.58;9.50;1215.87;big
69;3210.03;9.50;1204.04;big
70;3618.00;9.50;1344.00;small
70;3599.00;9.50;1431.00;small
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4474.00;9.50;653.00;big
72;4348.00;9.50;738.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4117.00;9.50;288.00;big
74;4184.00;9.50;93.00;big
75;4634.00;9.50;919.00;big
75;4532.00;9.50;768.00;big
76;4725.63;9.50;1062.86;big
76;4798.91;9.50;1138.04;big
77;4725.00;9.50;1289.00;small
77;4731.67;9.50;1209.26;small
78;4879.00;9.50;937.00;big
78;4872.00;9.50;785.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4690.00;9.50;797.00;big
80;4703.00;9.50;711.00;big
81;5096.00;9.50;419.00;big
81;5236.00;9.50;355.00;big
82;4979.35;9.50;489.30;small
82;4975.91;9.50;427.78;small
83;5421.00;9.50;360.00;big
83;5280.00;9.50;520.00;big
84;5157.02;9.50;639.61;big
84;4922.04;9.50;682.45;big
84;5211.45;9.50;722.85;big
84;5018.28;9.50;792.14;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;153.00;big
87;5093.00;9.50;1581.00;big
87;5229.00;9.50;1713.00;big
88;130.00;9.50;1939.00;big
88;5499.00;9.50;1729.00;big
89;896.49;9.50;1398.12;small
89;829.00;9.50;1528.00;small
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;4799.00;9.50;546.00;big
91;4882.00;9.50;521.00;big
92;4665.75;9.50;394.22;big
92;4734.00;9.50;449.00;big
93;4751.00;9.50;568.00;big
93;4588.00;9.50;549.00;big
94;5084.00;9.50;950.00;big
94;5193.00;9.50;1184.00;big
95;48.00;9.50;1185.00;big
95;5475.00;9.50;1177.00;big
96;56.00;9.50;1492.00;big
96;5448.00;9.50;1500.00;big
97;78.00;9.50;670.00;big
97;5432.00;9.50;801.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4461.00;9.50;416.00;big
99;4485.00;9.50;132.00;big
100;3393.47;9.50;1009.04;small
100;3535.00;9.50;845.00;small
101;4141.00;9.50;779.00;big
101;4225.00;9.50;876.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;small
103;3381.00;9.50;244.00;small
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;332.00;9.50;713.00;big
105;364.00;9.50;1114.00;big
106;1093.00;9.50;1207.00;big
106;1308.00;9.50;1039.00;big
107;1515.00;9.50;919.00;small
107;1439.00;9.50;995.00;small
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;772.00;9.50;715.00;big
111;810.00;9.50;1125.00;big
112;269.00;9.50;146.00;big
112;672.00;9.50;120.00;big
113;5587.00;9.50;457.00;big
113;433.00;10.38;384.00;big
114;642.00;9.50;1686.00;big
114;342.00;9.50;1730.00;big
115;627.00;9.50;1456.00;big
115;313.00;9.50;1464.00;big
116;3726.00;12.45;1096.00;big
116;3635.00;14.13;1149.00;big
116;3723.00;10.95;1179.00;big
116;3589.00;15.63;1215.00;big
117;1485.00;10.40;1392.00;small
117;1588.00;10.15;1541.00;small
117;1559.00;10.70;1474.00;small
118;934.00;9.82;1488.00;big
118;922.00;10.30;1643.00;big
119;1189.00;13.00;1439.00;big
119;1292.00;10.00;1409.00;big
120;1138.00;12.40;1649.00;big
120;1226.00;13.38;1553.00;big
121;1833.39;11.30;1790.24;big
121;1589.12;10.30;1666.88;big
121;1642.48;10.50;1843.34;big
121;1468.66;11.00;1720.72;big
122;1201.00;10.90;1809.00;big
122;907.00;12.95;1811.00;big
123;1242.04;12.80;1231.68;small
123;1243.39;15.00;1176.84;small
124;1757.08;9.70;986.66;big
124;1648.11;10.40;907.21;big
125;2053.00;11.25;506.00;big
125;2184.00;10.60;716.00;big
125;2071.78;10.20;783.60;big
126;3173.16;9.70;1137.33;small
126;3094.00;10.13;1142.00;small
127;3024.77;11.40;1057.30;small
127;2737.00;11.15;1020.00;small
127;2668.50;10.50;988.41;small
127;2892.34;10.80;1105.95;small
127;3198.26;11.10;1029.68;small
127;2971.82;10.70;927.74;small
127;2614.73;10.00;1049.15;small
128;3329.00;11.15;1142.00;small
128;3210.00;10.00;1149.00;big
129;3418.00;14.43;1310.00;big
129;3292.00;13.00;1301.00;big
130;3279.25;10.60;1485.83;big
130;3200.00;9.68;1500.00;small
131;3204.00;10.40;1577.00;big
131;3261.00;9.88;1592.00;big
132;3310.00;10.30;1720.00;big
132;3302.00;11.57;1657.00;big
133;3371.00;10.43;1612.00;big
133;3405.00;9.80;1675.00;big
133;3444.00;9.80;1626.00;big
134;3502.00;17.88;1371.00;small
134;3536.00;12.07;1314.00;small
135;3450.00;9.80;1434.00;big
135;3501.00;9.80;1488.00;big
136;3837.00;11.55;1322.00;big
136;3971.00;16.70;1347.00;big
136;3724.00;11.55;1335.00;big
137;3606.00;9.60;1475.00;big
137;3500.00;10.00;1575.00;big
137;3632.00;10.28;1569.00;big
137;3560.00;10.05;1548.00;big
138;3713.00;16.13;1573.00;small
138;3721.00;12.43;1664.00;small
139;3099.11;13.10;313.21;big
139;3138.54;13.00;132.59;big
139;3235.39;14.10;215.90;big
140;2807.00;10.23;866.00;big
140;2621.38;11.80;841.38;big
140;2938.00;10.73;790.00;big
140;2784.00;10.30;769.00;big
141;4239.00;10.38;1057.00;big
141;4167.00;10.30;1045.00;big
142;4440.00;11.75;948.00;big
142;4377.00;9.80;902.00;big
143;4654.00;11.95;1257.00;big
143;4614.00;9.70;1295.00;big
144;4352.00;13.30;1339.00;big
144;4438.00;14.48;1254.00;big
145;4189.00;13.65;1384.00;big
145;4051.00;12.63;1302.00;big
146;4198.00;21.95;1152.00;big
146;4120.00;19.33;1118.00;big
146;4012.00;21.05;1219.00;big
147;4064.00;9.70;1838.00;big
147;5156.00;9.80;1879.00;big
148;4841.00;10.70;1579.00;big
148;4931.00;10.45;1469.00;big
149;4484.00;10.90;1609.00;big
149;4764.00;12.85;1693.00;big
150;3458.42;9.90;1738.78;big
150;3613.23;10.60;1782.91;big
150;3416.71;10.50;1792.52;big
151;4069.00;10.40;1644.00;big
151;4268.00;10.75;1709.00;big
151;4180.00;11.10;1600.00;big
152;4275.00;13.30;1499.00;big
152;4411.00;13.63;1446.00;big
152;4544.00;13.65;1457.00;big
153;4053.00;10.15;1084.00;big
153;3948.00;9.80;1029.00;big
154;4938.00;9.85;1240.00;big
154;5009.00;9.50;1344.00;big
155;4639.00;12.75;1386.00;big
155;4750.00;11.85;1359.00;big
155;4822.00;11.30;1426.00;big
156;4705.00;10.50;183.00;small
156;4928.00;9.50;180.00;small
157;5565.00;11.65;162.00;big
157;5475.00;12.55;62.00;big
