	division_template = {

		name = "Strelkovaya Diviziya 11"
		regiments = {
			infantry = { x = 0 y = 0 }
		}


		support = {

		}
	}

units = {
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 382 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 3236 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6251 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 300 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 3620 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 3763 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6686 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6165 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6367 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6400 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6273 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6387 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6204 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6779 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 3297 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 3247 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 306 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 3210 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
	division = { start_equipment_factor = 0.01 start_experience_factor = 0.3 location = 6243 division_template = "Strelkovaya Diviziya 11" force_equipment_variants = { infantry_equipment_0 = { owner = "SOV" } } } 
